code_mission_et_indicateur;Type de secteur;Budget;Code Mission;Mission;Code Programme;Programme;Code Objectif;Libellé Objectif;Ref programme pour objectif mission ou mention 'Objectif mission' pour objectif programme;Code Indicateur;Libellé Indicateur;Ref programme pour indicateur mission ou mention 'Indicateur mission' pour indicateur programme;Facteur de performance;Code Sous Indicateur;Libellé Sous Indicateur;Unité;Cotation Budget Vert / Egalité HF;2022 Réalisation;2023 Réalisation;2024 Cible (PAP 2024);2025 Cible;2026 Cible;2027 Cible
SE-P157-1-2;Programme;BG;SE;Solidarité, insertion et égalité des chances;P157;Handicap et dépendance;P157-1;Accroître l'effectivité et la qualité des décisions prises au sein des MDPH;;P157-1-2;Qualité des décisions de la commission des droits et de l'autonomie (CDAPH) des maisons départementales des personnes handicapées (MDPH) dans le cadre d'un renouvellement;;Usager;30516.0;Ecart type des taux départementaux des accords sur décision de renouvellement d'allocation aux adultes handicapés (AAH2) pour mille habitants de 20 à 62 ans;Nb;;Non connu;1,9;1,8;1,8;1,8;1,8
SE-P157-2-1;Programme;BG;SE;Solidarité, insertion et égalité des chances;P157;Handicap et dépendance;P157-2;Développer l'insertion professionnelle des travailleurs handicapés;;P157-2-1;Qualité de l'accueil, de la formation et de l'accompagnement en ESAT;;Usager;19791.0;Part de travailleurs handicapés en ESAT bénéficiant d’une formation financée par l'OPCO Santé (ESAT associatifs) ou par l’OPCA ANFH (ESAT publics);%;;36;35;35;40;40;40
SE-P157-2-1;Programme;BG;SE;Solidarité, insertion et égalité des chances;P157;Handicap et dépendance;P157-2;Développer l'insertion professionnelle des travailleurs handicapés;;P157-2-1;Qualité de l'accueil, de la formation et de l'accompagnement en ESAT;;Usager;30830.0;Part de travailleurs handicapés en ESAT en double activité (ESAT et milieu ordinaire de travail);%;;Non déterminé;0,3;15;15;15;15
SE-P157-2-1;Programme;BG;SE;Solidarité, insertion et égalité des chances;P157;Handicap et dépendance;P157-2;Développer l'insertion professionnelle des travailleurs handicapés;;P157-2-1;Qualité de l'accueil, de la formation et de l'accompagnement en ESAT;;Usager;30831.0;Nombre de travailleurs handicapés sortis d’ESAT bénéficiant d’une convention d’appui;Nb;;Non déterminé;405;600;650;700;700
SE-P157-2-1;Programme;BG;SE;Solidarité, insertion et égalité des chances;P157;Handicap et dépendance;P157-2;Développer l'insertion professionnelle des travailleurs handicapés;;P157-2-1;Qualité de l'accueil, de la formation et de l'accompagnement en ESAT;;Usager;25806.0;Ratio d'égalité femmes-hommes pour l’accès en ESAT;%;BE;37;38;40;40;41;42
SE-P157-2-1;Programme;BG;SE;Solidarité, insertion et égalité des chances;P157;Handicap et dépendance;P157-2;Développer l'insertion professionnelle des travailleurs handicapés;;P157-2-1;Qualité de l'accueil, de la formation et de l'accompagnement en ESAT;;Usager;25807.0;Part de travailleurs handicapés (en ESAT) mis à disposition d'un utilisateur (quel que soit son statut) dans le cadre d'un contrat de mise à disposition;%;;6;8;8;10;12;14
SE-P157-3-1;Programme;BG;SE;Solidarité, insertion et égalité des chances;P157;Handicap et dépendance;P157-3;Accompagner le retour vers l'emploi pour développer la part du revenu du travail dans les ressources des allocataires de l'allocation aux adultes handicapés (AAH);(Objectif Mission);P157-3-1;Part des allocataires de l'AAH percevant une rémunération d'activité;(Indicateur Mission);Citoyen;16022.0;Bénéficiaires de l'AAH percevant une rémunération d'activité en milieu protégé / bénéficiaires de l'AAH de moins de 65 ans;%;;9,4;8,3**;9,3;8,5;8,3;8,1
SE-P157-3-1;Programme;BG;SE;Solidarité, insertion et égalité des chances;P157;Handicap et dépendance;P157-3;Accompagner le retour vers l'emploi pour développer la part du revenu du travail dans les ressources des allocataires de l'allocation aux adultes handicapés (AAH);(Objectif Mission);P157-3-1;Part des allocataires de l'AAH percevant une rémunération d'activité;(Indicateur Mission);Citoyen;30522.0;Bénéficiaires de l'AAH percevant des ressources d'activité de moins de 65 ans;%;;22,0;20,0**;21,9;21,7;21,7;21,7
SE-P157-3-1;Programme;BG;SE;Solidarité, insertion et égalité des chances;P157;Handicap et dépendance;P157-3;Accompagner le retour vers l'emploi pour développer la part du revenu du travail dans les ressources des allocataires de l'allocation aux adultes handicapés (AAH);(Objectif Mission);P157-3-1;Part des allocataires de l'AAH percevant une rémunération d'activité;(Indicateur Mission);Citoyen;16023.0;Bénéficiaires de l'AAH percevant une rémunération d'activité en milieu ordinaire / bénéficiaires de l'AAH de moins de 65 ans;%;;12,6;11,7**;12,6*;13,2;13,4;13,6
SE-P304-1-1;Programme;BG;SE;Solidarité, insertion et égalité des chances;P304;Inclusion sociale et protection des personnes;P304-1;Garantir l'égal accès des enfants à la cantine de l'école;;P304-1-1;Nombre d’élèves bénéficiant de repas à la cantine à un tarif inférieur ou égal à 1€;;Usager;30198.0;Nombre d’élèves bénéficiant de repas à la cantine à un tarif inférieur ou égal à 1€;Nb;;131580;194000;210000;255000;293000;337000
SE-P304-2-1;Programme;BG;SE;Solidarité, insertion et égalité des chances;P304;Inclusion sociale et protection des personnes;P304-2;Inciter à l'activité et au maintien dans l'emploi;(Objectif Mission);P304-2-1;Part des foyers allocataires du RSA en reprise d'activité qui accèdent à la prime d'activité et se maintiennent dans l'emploi;(Indicateur Mission);Citoyen;21894.0;Part des couples allocataires du RSA sans emploi dont au moins un des membres accédant à la prime d’activité est une femme;%;BE;31,6;32,3;32,5;32,5;32,7;32,9
SE-P304-2-1;Programme;BG;SE;Solidarité, insertion et égalité des chances;P304;Inclusion sociale et protection des personnes;P304-2;Inciter à l'activité et au maintien dans l'emploi;(Objectif Mission);P304-2-1;Part des foyers allocataires du RSA en reprise d'activité qui accèdent à la prime d'activité et se maintiennent dans l'emploi;(Indicateur Mission);Citoyen;30169.0;Part des familles monoparentales, allocataires du RSA sans emploi, qui reprennent une activité et accèdent à la prime d’activité;%;BE;6,1;6,1;7,0;6,5;6,6;6,7
SE-P304-2-1;Programme;BG;SE;Solidarité, insertion et égalité des chances;P304;Inclusion sociale et protection des personnes;P304-2;Inciter à l'activité et au maintien dans l'emploi;(Objectif Mission);P304-2-1;Part des foyers allocataires du RSA en reprise d'activité qui accèdent à la prime d'activité et se maintiennent dans l'emploi;(Indicateur Mission);Citoyen;24755.0;Taux de maintien dans l'emploi des travailleurs bénéficiaires de la prime d'activité;%;;81,5;82,1;84,0;84,0;84,2;84,4
SE-P304-2-1;Programme;BG;SE;Solidarité, insertion et égalité des chances;P304;Inclusion sociale et protection des personnes;P304-2;Inciter à l'activité et au maintien dans l'emploi;(Objectif Mission);P304-2-1;Part des foyers allocataires du RSA en reprise d'activité qui accèdent à la prime d'activité et se maintiennent dans l'emploi;(Indicateur Mission);Citoyen;16080.0;Part des foyers allocataires du RSA sans emploi dont au moins l'un des membres reprend une activité et accède à la prime d'activité;%;;9,6;9,7;10,0;10,0;10,2;10,4
SE-P304-2-2;Programme;BG;SE;Solidarité, insertion et égalité des chances;P304;Inclusion sociale et protection des personnes;P304-2;Inciter à l'activité et au maintien dans l'emploi;(Objectif Mission);P304-2-2;Part des foyers bénéficiaires de la prime d'activité percevant un montant de prime bonifié;;Citoyen;30170.0;Part des femmes bénéficiaires de la prime d’activité qui ouvre droit à une bonification;%;BE;77,5;78,1;78,5;78,5;79,0;79,2
SE-P304-2-2;Programme;BG;SE;Solidarité, insertion et égalité des chances;P304;Inclusion sociale et protection des personnes;P304-2;Inciter à l'activité et au maintien dans l'emploi;(Objectif Mission);P304-2-2;Part des foyers bénéficiaires de la prime d'activité percevant un montant de prime bonifié;;Citoyen;16081.0;Part des foyers bénéficiaires de la prime d'activité dont au moins un membre perçoit un montant de prime bonifié;%;;92,3;92,4;92,5;92,5;92,7;92,8
SE-P304-2-2;Programme;BG;SE;Solidarité, insertion et égalité des chances;P304;Inclusion sociale et protection des personnes;P304-2;Inciter à l'activité et au maintien dans l'emploi;(Objectif Mission);P304-2-2;Part des foyers bénéficiaires de la prime d'activité percevant un montant de prime bonifié;;Citoyen;24083.0;Part des couples bénéficiaires de la prime d'activité dont les deux membres adultes ouvrent droit à la bonification;%;;38,5;37,4;40,0;40,0;40,1;40,2
SE-P304-2-3;Programme;BG;SE;Solidarité, insertion et égalité des chances;P304;Inclusion sociale et protection des personnes;P304-2;Inciter à l'activité et au maintien dans l'emploi;(Objectif Mission);P304-2-3;Taux de sortie de la prime d'activité pour dépassement de ressources;;Citoyen;16087.0;Taux de sortie de la prime d'activité pour dépassement de ressources;%;;5,8;6,6;6,8;6,8;6,9;7,0
SE-P304-3-1;Programme;BG;SE;Solidarité, insertion et égalité des chances;P304;Inclusion sociale et protection des personnes;P304-3;Améliorer le repérage des enfants en danger ou en risque de danger;;P304-3-1;Taux d'appels traités par le Service national téléphonique de l'enfance en danger (SNATED);;Usager;16042.0;Taux d’appels transmis aux conseils départementaux (pour 100 appels traités);%;;57,3;57,3;56,5;56,5;56,5;56,5
SE-P304-3-1;Programme;BG;SE;Solidarité, insertion et égalité des chances;P304;Inclusion sociale et protection des personnes;P304-3;Améliorer le repérage des enfants en danger ou en risque de danger;;P304-3-1;Taux d'appels traités par le Service national téléphonique de l'enfance en danger (SNATED);;Usager;16041.0;Taux d’appels traités par un écoutant du SNATED (pour 100 appels décrochés par le pré-accueil);%;;16,2;15,6;15,5;15,5;15,5;15,5
SE-P304-4-1;Programme;BG;SE;Solidarité, insertion et égalité des chances;P304;Inclusion sociale et protection des personnes;P304-4;Garantir aux adultes vulnérables une protection juridique adaptée à leurs besoins;(Objectif Mission);P304-4-1;Coût moyen des mesures de protection exercées par les services tutélaires;(Indicateur Mission);Contribuable;17501.0;Part des services mandataires dont la valeur du point service est inférieure de 10% à la moyenne nationale;%;;7,6;6;7;7,0;6,5;6
SE-P304-4-1;Programme;BG;SE;Solidarité, insertion et égalité des chances;P304;Inclusion sociale et protection des personnes;P304-4;Garantir aux adultes vulnérables une protection juridique adaptée à leurs besoins;(Objectif Mission);P304-4-1;Coût moyen des mesures de protection exercées par les services tutélaires;(Indicateur Mission);Contribuable;17502.0;Part des services mandataires dont la valeur du point service est supérieure de 10% à la moyenne nationale;%;;10,8;11;10;9,5;9,0;8,5
SF-MSF-1-1;Mission;BG;SF;Sport, jeunesse et vie associative;;;MSF-1;Réduire les inégalités d'accès à la pratique sportive et promouvoir l'insertion du sport dans les différentes politiques publiques;(Objectif du P219);MSF-1-1;Pratique sportive des publics prioritaires;(Indicateur du P219);Usager;30020.0;Taux de licences dans les zones de revitalisation rurales (ZRR);%;;18,2;non observé;26;27;27;27
SF-MSF-1-1;Mission;BG;SF;Sport, jeunesse et vie associative;;;MSF-1;Réduire les inégalités d'accès à la pratique sportive et promouvoir l'insertion du sport dans les différentes politiques publiques;(Objectif du P219);MSF-1-1;Pratique sportive des publics prioritaires;(Indicateur du P219);Usager;30019.0;Taux de licences des seniors (plus de 55 ans);%;;9,7;10,5;12,5;13,5;14;15
SF-MSF-1-1;Mission;BG;SF;Sport, jeunesse et vie associative;;;MSF-1;Réduire les inégalités d'accès à la pratique sportive et promouvoir l'insertion du sport dans les différentes politiques publiques;(Objectif du P219);MSF-1-1;Pratique sportive des publics prioritaires;(Indicateur du P219);Usager;23556.0;Nombre de clubs garantissant l'accueil de personnes en situation de handicap;Nb;;3000;4000;13000;6000;7000;8000
SF-MSF-1-1;Mission;BG;SF;Sport, jeunesse et vie associative;;;MSF-1;Réduire les inégalités d'accès à la pratique sportive et promouvoir l'insertion du sport dans les différentes politiques publiques;(Objectif du P219);MSF-1-1;Pratique sportive des publics prioritaires;(Indicateur du P219);Usager;27011.0;Nombre de clubs partenaires des maisons sport santé et garantissant l’accueil des personnes atteintes d’une maladie chronique, présentant des facteurs de risque ou en perte d’autonomie, dans un parcours sport santé;Nb;;527;Non renseigné;1200;1300;2500;2800
SF-MSF-1-1;Mission;BG;SF;Sport, jeunesse et vie associative;;;MSF-1;Réduire les inégalités d'accès à la pratique sportive et promouvoir l'insertion du sport dans les différentes politiques publiques;(Objectif du P219);MSF-1-1;Pratique sportive des publics prioritaires;(Indicateur du P219);Usager;16444.0;Taux de licences dans les quartiers prioritaires de la politique de la ville (QPV);%;;9,1;non observé;16;17;17;17
SF-MSF-1-1;Mission;BG;SF;Sport, jeunesse et vie associative;;;MSF-1;Réduire les inégalités d'accès à la pratique sportive et promouvoir l'insertion du sport dans les différentes politiques publiques;(Objectif du P219);MSF-1-1;Pratique sportive des publics prioritaires;(Indicateur du P219);Usager;16441.0;Pour information : Taux de licences au plan national;%;;22,6;24,8;Sans objet;Sans objet;Sans objet;Sans objet
SF-MSF-1-1;Mission;BG;SF;Sport, jeunesse et vie associative;;;MSF-1;Réduire les inégalités d'accès à la pratique sportive et promouvoir l'insertion du sport dans les différentes politiques publiques;(Objectif du P219);MSF-1-1;Pratique sportive des publics prioritaires;(Indicateur du P219);Usager;16442.0;Taux de licences des jeunes de 14 à 20 ans;%;;44;48,4;60;60;60;60
SF-MSF-1-1;Mission;BG;SF;Sport, jeunesse et vie associative;;;MSF-1;Réduire les inégalités d'accès à la pratique sportive et promouvoir l'insertion du sport dans les différentes politiques publiques;(Objectif du P219);MSF-1-1;Pratique sportive des publics prioritaires;(Indicateur du P219);Usager;16443.0;Taux de licences féminines;%;BE;16,7;18,6;23;26;26;26
SF-MSF-2-1;Mission;BG;SF;Sport, jeunesse et vie associative;;;MSF-2;Conforter le rang de la France parmi les grandes nations sportives et favoriser l'insertion professionnelle des sportifs de haut niveau;(Objectif du P219);MSF-2-1;Rang sportif de la France;(Indicateur du P219);Citoyen;3400.0;Apprécié à partir des résultats des finalistes aux Jeux olympiques : hiver + été;rang;;10;sans objet;5;Sans objet;6;Sans objet
SF-MSF-2-1;Mission;BG;SF;Sport, jeunesse et vie associative;;;MSF-2;Conforter le rang de la France parmi les grandes nations sportives et favoriser l'insertion professionnelle des sportifs de haut niveau;(Objectif du P219);MSF-2-1;Rang sportif de la France;(Indicateur du P219);Citoyen;21915.0;Apprécié à partir des résultats des médaillés aux Jeux Paralympiques : hiver + été;rang;;9;sans objet;5;Sans objet;5;Sans objet
SF-MSF-2-1;Mission;BG;SF;Sport, jeunesse et vie associative;;;MSF-2;Conforter le rang de la France parmi les grandes nations sportives et favoriser l'insertion professionnelle des sportifs de haut niveau;(Objectif du P219);MSF-2-1;Rang sportif de la France;(Indicateur du P219);Citoyen;13533.0;Apprécié à partir des résultats des médaillés dans les championnats du monde des sports olympiques;rang;;6;7;5;5;5;5
SF-MSF-3-1;Mission;BG;SF;Sport, jeunesse et vie associative;;;MSF-3;Favoriser l'engagement et la mobilité de tous les jeunes;(Objectif du P163);MSF-3-1;Part des jeunes considérés comme éloignés parmi les jeunes engagés dans une mission de service civique;(Indicateur du P163);Citoyen;25755.0;Part des jeunes résidant dans les quartiers politiques de la ville en mission de service civique au cours d'une année n;%;;12,8;12,7;15;15;15;15
SF-MSF-3-1;Mission;BG;SF;Sport, jeunesse et vie associative;;;MSF-3;Favoriser l'engagement et la mobilité de tous les jeunes;(Objectif du P163);MSF-3-1;Part des jeunes considérés comme éloignés parmi les jeunes engagés dans une mission de service civique;(Indicateur du P163);Citoyen;18291.0;Part des jeunes de 18 à 24 ans en mission de service civique au cours d'une année N étant sorti du système scolaire sans aucun diplôme;%;;13,7;17,8;15;15;15;15
SF-MSF-3-1;Mission;BG;SF;Sport, jeunesse et vie associative;;;MSF-3;Favoriser l'engagement et la mobilité de tous les jeunes;(Objectif du P163);MSF-3-1;Part des jeunes considérés comme éloignés parmi les jeunes engagés dans une mission de service civique;(Indicateur du P163);Citoyen;25754.0;Part des volontaires percevant l'indemnité complémentaire en mission de service civique au cours d'une année n;%;;7,2;6,1;9;9;9;9
SF-P163-1-1;Programme;BG;SF;Sport, jeunesse et vie associative;P163;Jeunesse et vie associative;P163-1;Favoriser l'engagement et la mobilité de tous les jeunes;(Objectif Mission);P163-1-1;Part des jeunes considérés comme éloignés parmi les jeunes engagés dans une mission de service civique;(Indicateur Mission);Citoyen;25755.0;Part des jeunes résidant dans les quartiers politiques de la ville en mission de service civique au cours d'une année n;%;;12,8;12,7;15;15;15;15
SF-P163-1-1;Programme;BG;SF;Sport, jeunesse et vie associative;P163;Jeunesse et vie associative;P163-1;Favoriser l'engagement et la mobilité de tous les jeunes;(Objectif Mission);P163-1-1;Part des jeunes considérés comme éloignés parmi les jeunes engagés dans une mission de service civique;(Indicateur Mission);Citoyen;25754.0;Part des volontaires percevant l'indemnité complémentaire en mission de service civique au cours d'une année n;%;;7,2;6,1;9;9;9;9
SF-P163-1-1;Programme;BG;SF;Sport, jeunesse et vie associative;P163;Jeunesse et vie associative;P163-1;Favoriser l'engagement et la mobilité de tous les jeunes;(Objectif Mission);P163-1-1;Part des jeunes considérés comme éloignés parmi les jeunes engagés dans une mission de service civique;(Indicateur Mission);Citoyen;18291.0;Part des jeunes de 18 à 24 ans en mission de service civique au cours d'une année N étant sorti du système scolaire sans aucun diplôme;%;;13,7;17,8;15;15;15;15
SF-P163-1-2;Programme;BG;SF;Sport, jeunesse et vie associative;P163;Jeunesse et vie associative;P163-1;Favoriser l'engagement et la mobilité de tous les jeunes;(Objectif Mission);P163-1-2;Part des jeunes ayant moins d'opportunité (JAMO) parmi les jeunes bénéficiaires d'un soutien de l'Office franco-allemand pour la jeunesse (OFAJ), de l'Office franco-québécois pour la jeunesse (OFQJ) et de l'Agence ERASMUS + France Jeunesse & Sport (AEFJS);;Citoyen;21755.0;Part des jeunes ayant moins d’opportunité (JAMO) parmi les jeunes bénéficiaires d'un soutien de l'Office franco-allemand pour la jeunesse (OFAJ), de l'Office franco-québécois pour la jeunesse (OFQJ) et de l'Agence ERASMUS + France Jeunesse & Sport (AEFJS);%;;22,2;22,1;30;30;30;30
SF-P163-1-3;Programme;BG;SF;Sport, jeunesse et vie associative;P163;Jeunesse et vie associative;P163-1;Favoriser l'engagement et la mobilité de tous les jeunes;(Objectif Mission);P163-1-3;Taux de représentativité des jeunes en QPV;;Citoyen;31533.0;Taux de représentativité des jeunes en QPV;%;;59;61;69;75;88;100
SF-P163-2-1;Programme;BG;SF;Sport, jeunesse et vie associative;P163;Jeunesse et vie associative;P163-2;Soutenir le développement de la vie associative;;P163-2-1;Ciblage des associations avec un nombre de salariés moins élevé pour l'attribution d'une subvention versée par l'intermédiaire du FONJEP ou au titre du FDVA;;Citoyen;23078.0;Proportion d’associations non employeurs  ou avec au plus 2 salariés parmi celles ayant bénéficié d’une subvention au titre du fonds pour le développement de la vie associative (FDVA) dans le cadre du soutien à la formation des bénévoles;%;;50;53;52;54;55;56
SF-P163-2-1;Programme;BG;SF;Sport, jeunesse et vie associative;P163;Jeunesse et vie associative;P163-2;Soutenir le développement de la vie associative;;P163-2-1;Ciblage des associations avec un nombre de salariés moins élevé pour l'attribution d'une subvention versée par l'intermédiaire du FONJEP ou au titre du FDVA;;Citoyen;30120.0;Proportion d’associations non employeurs ou avec au plus 2 salariés parmi celles ayant bénéficié d’une subvention au titre du fonds pour le développement de la vie associative (FDVA) dans le cadre du soutien au fonctionnement et aux innovations des associations;%;;80,3;86;82;87;88;89
SF-P163-2-1;Programme;BG;SF;Sport, jeunesse et vie associative;P163;Jeunesse et vie associative;P163-2;Soutenir le développement de la vie associative;;P163-2-1;Ciblage des associations avec un nombre de salariés moins élevé pour l'attribution d'une subvention versée par l'intermédiaire du FONJEP ou au titre du FDVA;;Citoyen;31455.0;Pourcentage de postes FONJEP Jeunesse et Éducation Populaire attribués à des associations de moins de 10 salariés;%;;;;;50;50,5;51
SF-P163-3-1;Programme;BG;SF;Sport, jeunesse et vie associative;P163;Jeunesse et vie associative;P163-3;Renforcer le contrôle et le suivi des risques au sein des accueils collectifs de mineurs (ACM);;P163-3-1;Rapport entre le nombre de contrôles effectués et le nombre d'accueils;;Citoyen;31456.0;Rapport entre le nombre de contrôles effectués et le nombre d'accueils (avec ou sans hébergement);%;;;4,1;6;8;9;10
SF-P219-1-1;Programme;BG;SF;Sport, jeunesse et vie associative;P219;Sport;P219-1;Réduire les inégalités d'accès à la pratique sportive et promouvoir l'insertion du sport dans les différentes politiques publiques;(Objectif Mission);P219-1-1;Pratique sportive des publics prioritaires;(Indicateur Mission);Usager;16444.0;Taux de licences dans les quartiers prioritaires de la politique de la ville (QPV);%;;9,1;non observé;16;17;17;17
SF-P219-1-1;Programme;BG;SF;Sport, jeunesse et vie associative;P219;Sport;P219-1;Réduire les inégalités d'accès à la pratique sportive et promouvoir l'insertion du sport dans les différentes politiques publiques;(Objectif Mission);P219-1-1;Pratique sportive des publics prioritaires;(Indicateur Mission);Usager;23556.0;Nombre de clubs garantissant l'accueil de personnes en situation de handicap;Nb;;3000;4000;13000;6000;7000;8000
SF-P219-1-1;Programme;BG;SF;Sport, jeunesse et vie associative;P219;Sport;P219-1;Réduire les inégalités d'accès à la pratique sportive et promouvoir l'insertion du sport dans les différentes politiques publiques;(Objectif Mission);P219-1-1;Pratique sportive des publics prioritaires;(Indicateur Mission);Usager;30020.0;Taux de licences dans les zones de revitalisation rurales (ZRR);%;;18,2;non observé;26;27;27;27
SF-P219-1-1;Programme;BG;SF;Sport, jeunesse et vie associative;P219;Sport;P219-1;Réduire les inégalités d'accès à la pratique sportive et promouvoir l'insertion du sport dans les différentes politiques publiques;(Objectif Mission);P219-1-1;Pratique sportive des publics prioritaires;(Indicateur Mission);Usager;16442.0;Taux de licences des jeunes de 14 à 20 ans;%;;44;48,4;60;60;60;60
SF-P219-1-1;Programme;BG;SF;Sport, jeunesse et vie associative;P219;Sport;P219-1;Réduire les inégalités d'accès à la pratique sportive et promouvoir l'insertion du sport dans les différentes politiques publiques;(Objectif Mission);P219-1-1;Pratique sportive des publics prioritaires;(Indicateur Mission);Usager;27011.0;Nombre de clubs partenaires des maisons sport santé et garantissant l’accueil des personnes atteintes d’une maladie chronique, présentant des facteurs de risque ou en perte d’autonomie, dans un parcours sport santé;Nb;;527;Non renseigné;1200;1300;2500;2800
SF-P219-1-1;Programme;BG;SF;Sport, jeunesse et vie associative;P219;Sport;P219-1;Réduire les inégalités d'accès à la pratique sportive et promouvoir l'insertion du sport dans les différentes politiques publiques;(Objectif Mission);P219-1-1;Pratique sportive des publics prioritaires;(Indicateur Mission);Usager;16441.0;Pour information : Taux de licences au plan national;%;;22,6;24,8;Sans objet;Sans objet;Sans objet;Sans objet
SF-P219-1-1;Programme;BG;SF;Sport, jeunesse et vie associative;P219;Sport;P219-1;Réduire les inégalités d'accès à la pratique sportive et promouvoir l'insertion du sport dans les différentes politiques publiques;(Objectif Mission);P219-1-1;Pratique sportive des publics prioritaires;(Indicateur Mission);Usager;16443.0;Taux de licences féminines;%;BE;16,7;18,6;23;26;26;26
SF-P219-1-1;Programme;BG;SF;Sport, jeunesse et vie associative;P219;Sport;P219-1;Réduire les inégalités d'accès à la pratique sportive et promouvoir l'insertion du sport dans les différentes politiques publiques;(Objectif Mission);P219-1-1;Pratique sportive des publics prioritaires;(Indicateur Mission);Usager;30019.0;Taux de licences des seniors (plus de 55 ans);%;;9,7;10,5;12,5;13,5;14;15
SF-P219-1-2;Programme;BG;SF;Sport, jeunesse et vie associative;P219;Sport;P219-1;Réduire les inégalités d'accès à la pratique sportive et promouvoir l'insertion du sport dans les différentes politiques publiques;(Objectif Mission);P219-1-2;Proportion des crédits déconcentrés de l'agence nationale du sport (instruits au plan local et dans le cadre des projets sportifs fédéraux) affectée aux publics, territoires ou thématiques prioritaires;;Usager;16449.0;Moyens financiers consacrés à des actions en direction des personnes handicapées / total des moyens mobilisés;%;;8,9;9,4;14;14;14;14
SF-P219-1-2;Programme;BG;SF;Sport, jeunesse et vie associative;P219;Sport;P219-1;Réduire les inégalités d'accès à la pratique sportive et promouvoir l'insertion du sport dans les différentes politiques publiques;(Objectif Mission);P219-1-2;Proportion des crédits déconcentrés de l'agence nationale du sport (instruits au plan local et dans le cadre des projets sportifs fédéraux) affectée aux publics, territoires ou thématiques prioritaires;;Usager;16451.0;Moyens financiers consacrés à des actions en direction des territoires socialement défavorisés / total des moyens mobilisés;%;;48,9;47,7;60;60;60;60
SF-P219-1-2;Programme;BG;SF;Sport, jeunesse et vie associative;P219;Sport;P219-1;Réduire les inégalités d'accès à la pratique sportive et promouvoir l'insertion du sport dans les différentes politiques publiques;(Objectif Mission);P219-1-2;Proportion des crédits déconcentrés de l'agence nationale du sport (instruits au plan local et dans le cadre des projets sportifs fédéraux) affectée aux publics, territoires ou thématiques prioritaires;;Usager;16450.0;Moyens financiers consacrés à des actions en direction des jeunes filles et des femmes / total des moyens mobilisés;%;BE;9,3;9,4;16;16;16;16
SF-P219-1-2;Programme;BG;SF;Sport, jeunesse et vie associative;P219;Sport;P219-1;Réduire les inégalités d'accès à la pratique sportive et promouvoir l'insertion du sport dans les différentes politiques publiques;(Objectif Mission);P219-1-2;Proportion des crédits déconcentrés de l'agence nationale du sport (instruits au plan local et dans le cadre des projets sportifs fédéraux) affectée aux publics, territoires ou thématiques prioritaires;;Usager;24092.0;Moyens financiers consacrés à des actions en direction de la professionnalisation du mouvement sportif / total des moyens mobilisés;%;;38,3;35,8;40;40;40;40
SF-P219-1-2;Programme;BG;SF;Sport, jeunesse et vie associative;P219;Sport;P219-1;Réduire les inégalités d'accès à la pratique sportive et promouvoir l'insertion du sport dans les différentes politiques publiques;(Objectif Mission);P219-1-2;Proportion des crédits déconcentrés de l'agence nationale du sport (instruits au plan local et dans le cadre des projets sportifs fédéraux) affectée aux publics, territoires ou thématiques prioritaires;;Usager;24093.0;Moyens financiers consacrés à des actions en direction du sport santé / total des moyens mobilisés;%;;11,8;11,4;15;15;15;15
SF-P219-2-1;Programme;BG;SF;Sport, jeunesse et vie associative;P219;Sport;P219-2;Promouvoir la rigueur financière et l'efficacité des fédérations sportives;;P219-2-1;Nombre de fédérations sportives présentant une situation financière fragile ou dégradée;;Contribuable;3635.0;Nombre de fédérations sportives  présentant une situation financière fragile;Nb;;6;3;4;3;3;3
SF-P219-2-1;Programme;BG;SF;Sport, jeunesse et vie associative;P219;Sport;P219-2;Promouvoir la rigueur financière et l'efficacité des fédérations sportives;;P219-2-1;Nombre de fédérations sportives présentant une situation financière fragile ou dégradée;;Contribuable;3634.0;Nombre de fédérations sportives présentant une situation financière dégradée;Nb;;2;1;4;3;3;3
SF-P219-2-2;Programme;BG;SF;Sport, jeunesse et vie associative;P219;Sport;P219-2;Promouvoir la rigueur financière et l'efficacité des fédérations sportives;;P219-2-2;Indépendance financière des fédérations sportives;;Contribuable;16544.0;Nombre de fédérations sportives présentant un taux d'autofinancement inférieur à 50% (Subvention Ministère chargé des sports >50%);Nb;;5;1;1;1;1;1
SF-P219-2-2;Programme;BG;SF;Sport, jeunesse et vie associative;P219;Sport;P219-2;Promouvoir la rigueur financière et l'efficacité des fédérations sportives;;P219-2-2;Indépendance financière des fédérations sportives;;Contribuable;16545.0;Nombre de fédérations sportives présentant un taux d'autofinancement supérieur à 80% (Subvention Ministère chargé des sports <20%);Nb;;30;57;75;75;75;75
SF-P219-3-1;Programme;BG;SF;Sport, jeunesse et vie associative;P219;Sport;P219-3;Conforter le rang de la France parmi les grandes nations sportives et favoriser l'insertion professionnelle des sportifs de haut niveau;(Objectif Mission);P219-3-1;Rang sportif de la France;(Indicateur Mission);Citoyen;3400.0;Apprécié à partir des résultats des finalistes aux Jeux olympiques : hiver + été;rang;;10;sans objet;5;Sans objet;6;Sans objet
SF-P219-3-1;Programme;BG;SF;Sport, jeunesse et vie associative;P219;Sport;P219-3;Conforter le rang de la France parmi les grandes nations sportives et favoriser l'insertion professionnelle des sportifs de haut niveau;(Objectif Mission);P219-3-1;Rang sportif de la France;(Indicateur Mission);Citoyen;13533.0;Apprécié à partir des résultats des médaillés dans les championnats du monde des sports olympiques;rang;;6;7;5;5;5;5
