Type Mission;Mission;Code Mission;Programme;Libellé Programme;Action;Libellé Action;Sous Action;Libellé SousAction;Catégorie;Code Titre;AE  PLF;CP PLF;AE Prev FDC/ADP;CP Prev FDC/ADP;Ministère
BG;Gestion des finances publiques;GA;218.0;Conduite et pilotage des politiques économiques et financières;08;Accompagnement du changement de l'action publique;;;31.0;3;788032.0;810000.0;0.0;0.0;Budget et comptes publics
BG;Action extérieure de l'État;AA;105.0;Action de la France en Europe et dans le monde;09;"Personnel concourant à l'action ""Offre d'un service public de qualité aux français à l'étranger""";;;23.0;2;1108888.0;1108888.0;0.0;0.0;Europe et affaires étrangères
BG;Défense;DA;212.0;Soutien de la politique de la défense;11;Pilotage, soutien et communication;;;32.0;3;97119914.0;97119914.0;0.0;0.0;Armées et anciens combattants
BG;Économie;DB;134.0;Développement des entreprises et régulations;23;Industrie et services;;;23.0;2;2099333.0;2099333.0;0.0;0.0;Économie, finances et industrie
BG;Travail, emploi et administration des ministères sociaux;TB;103.0;Accompagnement des mutations économiques et développement de l'emploi;03;Anticipation et accompagnement des conséquences des mutations économiques sur l'emploi;02;Préservation de l'emploi face aux mutations et difficultés économiques et sectorielles et accompagnement des licenciements;61.0;6;2300000.0;2300000.0;0.0;0.0;Travail et emploi
BG;Travail, emploi et administration des ministères sociaux;TB;155.0;Soutien des ministères sociaux;32;Affaires européennes et internationales;;;64.0;6;3250000.0;3250000.0;0.0;0.0;Travail et emploi
BG;Travail, emploi et administration des ministères sociaux;TB;103.0;Accompagnement des mutations économiques et développement de l'emploi;01;Développement des compétences par l'alternance;02;Aides aux employeurs d'apprentis;62.0;6;3243144901.0;3464537422.0;0.0;0.0;Travail et emploi
BG;Défense;DA;212.0;Soutien de la politique de la défense;60;"Politique immobilière - Personnel travaillant pour l'action ""Politique immobilière""";;;21.0;2;299910339.0;299910339.0;0.0;0.0;Armées et anciens combattants
BG;Écologie, développement et mobilité durables;TA;113.0;Paysages, eau et biodiversité;01;Sites, paysages, publicité;;;64.0;6;3636372.0;3750748.0;0.0;0.0;Transition écologique, énergie, climat et prévention des risques
BG;Écologie, développement et mobilité durables;TA;345.0;Service public de l'énergie;17;Mesures exceptionnelles de protection des consommateurs;02;Mesures à destination des consommateurs de gaz;62.0;6;114266476.0;114266476.0;0.0;0.0;Transition écologique, énergie, climat et prévention des risques
BG;Transformation et fonction publiques;TR;349.0;Transformation publique;04;Renouveau démocratique;;;64.0;6;200000.0;200000.0;0.0;0.0;Fonction publique, simplification et transformation de l'action publique
BG;Gestion des finances publiques;GA;156.0;Gestion fiscale et financière de l'État et du secteur public local;06;Gestion des pensions;;;22.0;2;31875957.0;31875957.0;0.0;0.0;Budget et comptes publics
BG;Pouvoirs publics;PB;533.0;Cour de justice de la République;01;Cour de justice de la République;;;10.0;1;984000.0;984000.0;0.0;0.0;Budget et comptes publics
CAS;Financement des aides aux collectivités pour l'électrification rurale;YK;793.0;Électrification rurale;09;Déclaration d'utilité publique (Très haute tension);;;63.0;6;100000.0;100000.0;0.0;0.0;Transition écologique, énergie, climat et prévention des risques
BG;Défense;DA;146.0;Équipement des forces;07;Commandement et maîtrise de l'information;28;Commander et conduire - Autres opérations;51.0;5;221292400.0;82650844.0;0.0;0.0;Armées et anciens combattants
BG;Défense;DA;146.0;Équipement des forces;07;Commandement et maîtrise de l'information;64;Renseigner, surveiller, acquérir et reconnaître - ROEM;64.0;6;1009960.0;3476001.0;0.0;0.0;Armées et anciens combattants
BG;Justice;JA;166.0;Justice judiciaire;02;Conduite de la politique pénale et jugement des affaires pénales;;;31.0;3;682756421.0;682756421.0;33000.0;33000.0;Justice
BG;Culture;CB;361.0;Transmission des savoirs et démocratisation de la culture;04;Recherche culturelle et culture scientifique et technique;;;32.0;3;105663217.0;105663217.0;0.0;0.0;Culture
BG;Enseignement scolaire;EC;214.0;Soutien de la politique de l'éducation nationale;02;Évaluation et contrôle;;;31.0;3;5878981.0;5878974.0;0.0;0.0;Éducation nationale
BG;Enseignement scolaire;EC;141.0;Enseignement scolaire public du second degré;03;Enseignement professionnel sous statut scolaire;;;22.0;2;2201867878.0;2201867878.0;0.0;0.0;Éducation nationale
BG;Gestion des finances publiques;GA;218.0;Conduite et pilotage des politiques économiques et financières;08;Accompagnement du changement de l'action publique;;;51.0;5;0.0;7936623.0;0.0;0.0;Budget et comptes publics
BG;Justice;JA;101.0;Accès au droit et à la justice;03;Aide aux victimes;;;63.0;6;45000.0;45000.0;0.0;0.0;Justice
BG;Sécurités;SB;161.0;Sécurité civile;11;Prévention et gestion de crises;;;31.0;3;27662437.0;27662437.0;0.0;0.0;Intérieur
BG;Cohésion des territoires;VA;162.0;Interventions territoriales de l'État;08;Volet territorialisé du plan national d'action chlordécone;;;62.0;6;1659054.0;1813909.0;0.0;0.0;Services du Premier ministre
BG;Économie;DB;305.0;Stratégies économiques;01;Définition et mise en oeuvre de la politique économique et financière de la France dans le cadre national, international et européen;;;22.0;2;24858722.0;24858722.0;0.0;0.0;Économie, finances et industrie
BG;Enseignement scolaire;EC;139.0;Enseignement privé du premier et du second degrés;03;Enseignement en collège;;;21.0;2;1638588892.0;1638588892.0;0.0;0.0;Éducation nationale
BG;Enseignement scolaire;EC;141.0;Enseignement scolaire public du second degré;04;Apprentissage;;;23.0;2;41210.0;41210.0;0.0;0.0;Éducation nationale
BG;Culture;CB;224.0;Soutien aux politiques du ministère de la culture;07;Fonctions de soutien du ministère;;;51.0;5;4479277.0;4479277.0;0.0;0.0;Culture
BG;Défense;DA;212.0;Soutien de la politique de la défense;58;"Logistique et soutien interarmées - Personnel travaillant pour le programme ""Préparation et emploi des forces""";01;Fonction pétrolière et énergies alternatives;22.0;2;67037889.0;67037889.0;0.0;0.0;Armées et anciens combattants
BG;Sport, jeunesse et vie associative;SF;163.0;Jeunesse et vie associative;01;Développement de la vie associative;;;31.0;3;4215304.0;4215304.0;0.0;0.0;Sports, jeunesse et vie associative
BG;Écologie, développement et mobilité durables;TA;181.0;Prévention des risques;14;Fonds de prévention des risques naturels majeurs;;;31.0;3;21900000.0;27300000.0;1000000.0;1000000.0;Transition écologique, énergie, climat et prévention des risques
BG;Gestion des finances publiques;GA;156.0;Gestion fiscale et financière de l'État et du secteur public local;02;Fiscalité des PME;;;23.0;2;12294198.0;12294198.0;0.0;0.0;Budget et comptes publics
BG;Enseignement scolaire;EC;140.0;Enseignement scolaire public du premier degré;07;Personnels en situations diverses;;;31.0;3;10000000.0;10000000.0;0.0;0.0;Éducation nationale
BA;Contrôle et exploitation aériens;XC;614.0;Transports aériens, surveillance et certification;02;Surveillance et certification;;;52.0;5;5475663.0;6910663.0;0.0;0.0;Partenariat avec les collectivités territoriales et décentralisation
BG;Défense;DA;144.0;Environnement et prospective de la politique de défense;07;Prospective de défense;04;Gestion des moyens et subventions;53.0;5;50085804.0;50085804.0;0.0;0.0;Armées et anciens combattants
BG;Enseignement scolaire;EC;141.0;Enseignement scolaire public du second degré;03;Enseignement professionnel sous statut scolaire;;;63.0;6;5351772.0;5351772.0;0.0;0.0;Éducation nationale
BG;Enseignement scolaire;EC;214.0;Soutien de la politique de l'éducation nationale;09;Certification;;;23.0;2;5478410.0;5478410.0;0.0;0.0;Éducation nationale
BG;Défense;DA;144.0;Environnement et prospective de la politique de défense;07;Prospective de défense;01;Recherche stratégique;64.0;6;770000.0;1387000.0;0.0;0.0;Armées et anciens combattants
BG;Défense;DA;212.0;Soutien de la politique de la défense;61;Action sociale, chômage et pensions;01;Actions sociales et autres politiques des ressources humaines;23.0;2;122259394.0;122259394.0;0.0;0.0;Armées et anciens combattants
BG;Écologie, développement et mobilité durables;TA;345.0;Service public de l'énergie;14;Dispositions sociales pour les consommateurs en situation de précarité énergétique;01;Compensation des versements au fond de solidarité logement;62.0;6;26453706.0;26453706.0;0.0;0.0;Transition écologique, énergie, climat et prévention des risques
BG;Gestion des finances publiques;GA;218.0;Conduite et pilotage des politiques économiques et financières;08;Accompagnement du changement de l'action publique;;;21.0;2;1814747.0;1814747.0;0.0;0.0;Budget et comptes publics
CAS;Pensions;YD;743.0;Pensions militaires d'invalidité et des victimes de guerre et autres pensions;01;Reconnaissance de la Nation;;;61.0;6;505813499.0;505813499.0;0.0;0.0;Budget et comptes publics
BG;Administration générale et territoriale de l'État;AB;216.0;Conduite et pilotage des politiques de l'intérieur;05;Affaires immobilières;;;51.0;5;93411798.0;513440051.0;0.0;0.0;Intérieur
BG;Investir pour la France de 2030;AV;424.0;Financement des investissements stratégiques;01;Programmes et équipements prioritaires de recherche;;;64.0;6;0.0;11000000.0;0.0;0.0;Services du Premier ministre
BG;Écologie, développement et mobilité durables;TA;205.0;Affaires maritimes, pêche et aquaculture;04;Action interministérielle de la mer;;;31.0;3;8186695.0;8186696.0;0.0;0.0;Partenariat avec les collectivités territoriales et décentralisation
BG;Transformation et fonction publiques;TR;349.0;Transformation publique;01;Fonds pour la transformation de l'action publique;;;52.0;5;1674052.0;1573216.0;0.0;0.0;Fonction publique, simplification et transformation de l'action publique
BG;Défense;DA;146.0;Équipement des forces;07;Commandement et maîtrise de l'information;46;Espace - Commander et conduire - OMEGA;31.0;3;0.0;864107.0;0.0;0.0;Armées et anciens combattants
BG;Justice;JA;107.0;Administration pénitentiaire;04;Soutien et formation;;;23.0;2;2155499.0;2155499.0;0.0;0.0;Justice
BG;Solidarité, insertion et égalité des chances;SE;157.0;Handicap et dépendance;12;Allocations et aides en faveur des personnes handicapées;;;61.0;6;15959845308.0;15959845308.0;0.0;0.0;Solidarités, autonomie et égalité entre les femmes et les hommes
CAS;Développement agricole et rural;YF;775.0;Développement et transfert en agriculture;01;Développement et transfert;;;64.0;6;67855600.0;67855600.0;0.0;0.0;Agriculture, souveraineté alimentaire et forêt
BG;Conseil et contrôle de l'État;CA;164.0;Cour des comptes et autres juridictions financières;22;Contrôle des finances publiques;;;21.0;2;13040099.0;13040099.0;0.0;0.0;Services du Premier ministre
BG;Défense;DA;146.0;Équipement des forces;11;Préparation et conduite des opérations d'armement;90;Investissements pour les opérations d'armement;64.0;6;3695400.0;3475612.0;0.0;0.0;Armées et anciens combattants
BG;Travail, emploi et administration des ministères sociaux;TB;155.0;Soutien des ministères sociaux;23;Personnels mettant en œuvre les politiques de l'égalité entre les femmes et les hommes;;;21.0;2;10122277.0;10122277.0;0.0;0.0;Travail et emploi
CAS;Participations financières de l'État;YC;731.0;Opérations en capital intéressant les participations financières de l'État;01;Augmentations de capital, dotations en fonds propres, avances d'actionnaire et prêts assimilés;;;73.0;7;4313500000.0;4313500000.0;0.0;0.0;Économie, finances et industrie
BG;Défense;DA;146.0;Équipement des forces;07;Commandement et maîtrise de l'information;24;Commander et conduire - Système de commandement et de conduite des opérations aériennes (SCCOA);51.0;5;445151600.0;245832065.0;0.0;0.0;Armées et anciens combattants
BG;Écologie, développement et mobilité durables;TA;217.0;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;07;Pilotage, support, audit et évaluations;;;32.0;3;54575900.0;54575900.0;0.0;0.0;Partenariat avec les collectivités territoriales et décentralisation
CAS;Pensions;YD;741.0;Pensions civiles et militaires de retraite et allocations temporaires d'invalidité;02;Militaires relevant du code des pensions civiles et militaires de retraite;;;23.0;2;11022266252.0;11022266252.0;0.0;0.0;Budget et comptes publics
BG;Administration générale et territoriale de l'État;AB;216.0;Conduite et pilotage des politiques de l'intérieur;09;Sécurité et éducation routières;;;23.0;2;187272.0;187272.0;0.0;0.0;Intérieur
BG;Défense;DA;212.0;Soutien de la politique de la défense;56;"Préparation des forces navales - Personnel travaillant pour le programme ""Préparation et emploi des forces""";01;Ressources humaines des forces navales;21.0;2;1551904656.0;1551904656.0;0.0;0.0;Armées et anciens combattants
BG;Écologie, développement et mobilité durables;TA;174.0;Énergie, climat et après-mines;05;Lutte contre le changement climatique et pour la qualité de l'air;;;62.0;6;280000.0;280000.0;0.0;0.0;Transition écologique, énergie, climat et prévention des risques
BG;Enseignement scolaire;EC;230.0;Vie de l'élève;05;Politique de l'internat et établissements à la charge de l'Etat;;;23.0;2;537020.0;537020.0;0.0;0.0;Éducation nationale
BG;Culture;CB;224.0;Soutien aux politiques du ministère de la culture;06;Action culturelle internationale;;;64.0;6;11474895.0;11474895.0;0.0;0.0;Culture
BG;Remboursements et dégrèvements;RD;200.0;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);13;Remboursements et dégrèvements liés à la gestion des produits de l'Etat;03;Autres impôts directs et taxes assimilées - Dégrèvements et restitution de sommes indûment perçues;62.0;6;2017600000.0;2017600000.0;0.0;0.0;Budget et comptes publics
CAS;Pensions;YD;741.0;Pensions civiles et militaires de retraite et allocations temporaires d'invalidité;03;Allocations temporaires d'invalidité;;;23.0;2;142629709.0;142629709.0;0.0;0.0;Budget et comptes publics
BG;Action extérieure de l'État;AA;105.0;Action de la France en Europe et dans le monde;10;"Personnel concourant à l'action ""Instruction des demandes de visa""";;;23.0;2;276471.0;276471.0;0.0;0.0;Europe et affaires étrangères
BG;Administration générale et territoriale de l'État;AB;232.0;Vie politique;02;Organisation des élections;;;21.0;2;243296.0;243296.0;0.0;0.0;Intérieur
